,Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Overtime,FTR,Situation,Min,Period,Quarter,Year
903,Messi,15/16,LaLiga,24,14-02-2016,H,FC Barcelona,Celta de Vigo,6-1,RW,28,1-0,Direct free kick,,0,H,Adelantar,28,1st,Q2 1st,16
904,Messi,15/16,LaLiga,16,17-02-2016,A,FC Barcelona,Sporting GijÃ³n,1-3,RW,31,1-2,Left-footed shot,Luis Suarez,0,A,Adelantar,31,1st,Q3 1st,16
905,Messi,15/16,LaLiga,16,17-02-2016,A,FC Barcelona,Sporting GijÃ³n,1-3,RW,25,0-1,Left-footed shot,Luis Suarez,0,A,Adelantar,25,1st,Q2 1st,16
906,CR7,15/16,UEFA Champions League,Round of 16,17-02-2016,A,Real Madrid,AS Roma,0-2,LW,57,0-1,Right-footed shot,Marcelo,0,A,Adelantar,57,2nd,Q1 2nd,16
907,CR7,15/16,LaLiga,25,21-02-2016,A,Real Madrid,Malaga CF,1-1,LW,33,0-1,Header,Toni Kroos,0,D,Adelantar,33,1st,Q3 1st,16
908,Messi,15/16,UEFA Champions League,Round of 16,23-02-2016,A,FC Barcelona,Arsenal FC,0-2,RW,83,0-2,Penalty,,0,A,Ampliar,83,2nd,Q3 2nd,16
909,Messi,15/16,UEFA Champions League,Round of 16,23-02-2016,A,FC Barcelona,Arsenal FC,0-2,RW,71,0-1,Left-footed shot,Neymar,0,A,Adelantar,71,2nd,Q2 2nd,16
910,Messi,15/16,LaLiga,26,28-02-2016,H,FC Barcelona,Sevilla FC,2-1,RW,31,1-1,Direct free kick,,0,H,Empatar,31,1st,Q3 1st,16
911,CR7,15/16,LaLiga,27,02-03-2016,A,Real Madrid,Levante UD,1-3,LW,34,0-1,Penalty,,0,A,Adelantar,34,1st,Q3 1st,16
912,Messi,15/16,LaLiga,27,03-03-2016,A,FC Barcelona,Rayo Vallecano,1-5,RW,53,0-3,Left-footed shot,,0,A,Ampliar,53,2nd,Q1 2nd,16
913,Messi,15/16,LaLiga,27,03-03-2016,A,FC Barcelona,Rayo Vallecano,1-5,RW,23,0-2,Left-footed shot,Neymar,0,A,Ampliar,23,1st,Q2 1st,16
914,Messi,15/16,LaLiga,27,03-03-2016,A,FC Barcelona,Rayo Vallecano,1-5,RW,72,1-4,Left-footed shot,Sergio Busquets,0,A,Ampliar,72,2nd,Q2 2nd,16
915,CR7,15/16,LaLiga,28,05-03-2016,H,Real Madrid,Celta de Vigo,7-1,LW,64,4-1,Right-footed shot,Isco,0,H,Ampliar,64,2nd,Q2 2nd,16
916,CR7,15/16,LaLiga,28,05-03-2016,H,Real Madrid,Celta de Vigo,7-1,LW,58,3-0,Direct free kick,,0,H,Ampliar,58,2nd,Q1 2nd,16
917,CR7,15/16,LaLiga,28,05-03-2016,H,Real Madrid,Celta de Vigo,7-1,LW,50,2-0,Long distance kick,Sergio Ramos,0,H,Ampliar,50,2nd,Q1 2nd,16
918,CR7,15/16,LaLiga,28,05-03-2016,H,Real Madrid,Celta de Vigo,7-1,LW,76,5-1,Header,Jese,0,H,Ampliar,76,2nd,Q3 2nd,16
919,Messi,15/16,LaLiga,28,06-03-2016,A,FC Barcelona,SD Eibar,0-4,RW,76,0-3,Penalty,,0,A,Ampliar,76,2nd,Q3 2nd,16
920,Messi,15/16,LaLiga,28,06-03-2016,A,FC Barcelona,SD Eibar,0-4,RW,42,0-2,Left-footed shot,Munir El Haddadi,0,A,Ampliar,42,1st,Q3 1st,16
921,CR7,15/16,UEFA Champions League,Round of 16,08-03-2016,H,Real Madrid,AS Roma,2-0,CF,64,1-0,Right-footed shot,Lucas Vazquez,0,H,Adelantar,64,2nd,Q2 2nd,16
922,Messi,15/16,LaLiga,29,12-03-2016,H,FC Barcelona,Getafe CF,6-0,CF,41,4-0,Left-footed shot,Arda Turan,0,H,Ampliar,41,1st,Q3 1st,16
923,Messi,15/16,UEFA Champions League,Round of 16,16-03-2016,H,FC Barcelona,Arsenal FC,3-1,RW,86,3-1,Left-footed shot,Neymar,0,H,Ampliar,86,2nd,Q3 2nd,16
924,CR7,15/16,LaLiga,30,20-03-2016,H,Real Madrid,Sevilla FC,4-0,LW,64,2-0,Left-footed shot,Danilo,0,H,Ampliar,64,2nd,Q2 2nd,16
925,CR7,15/16,LaLiga,31,02-04-2016,A,Real Madrid,FC Barcelona,1-2,LW,85,1-2,Right-footed shot,Gareth Bale,0,A,Adelantar,85,2nd,Q3 2nd,16
926,CR7,15/16,LaLiga,32,09-04-2016,H,Real Madrid,SD Eibar,4-0,CF,19,3-0,Right-footed shot,Jese,0,H,Ampliar,19,1st,Q2 1st,16
927,CR7,15/16,UEFA Champions League,Quarter-Finals,12-04-2016,H,Real Madrid,VfL Wolfsburg,3-0,LW,77,3-0,Direct free kick,,0,H,Ampliar,77,2nd,Q3 2nd,16
928,CR7,15/16,UEFA Champions League,Quarter-Finals,12-04-2016,H,Real Madrid,VfL Wolfsburg,3-0,LW,16,1-0,Right-footed shot,Daniel Carvajal,0,H,Adelantar,16,1st,Q2 1st,16
929,CR7,15/16,UEFA Champions League,Quarter-Finals,12-04-2016,H,Real Madrid,VfL Wolfsburg,3-0,LW,17,2-0,Header,Toni Kroos,0,H,Ampliar,17,1st,Q2 1st,16
930,CR7,15/16,LaLiga,33,16-04-2016,A,Real Madrid,Getafe CF,1-5,LW,90+2,1-5,Left-footed shot,Jese,0,A,Ampliar,90,2nd,Q3 2nd,16
931,Messi,15/16,LaLiga,33,17-04-2016,H,FC Barcelona,Valencia CF,1-2,RW,63,1-2,Left-footed shot,Jordi Alba,0,A,Recortar,63,2nd,Q2 2nd,16
932,Messi,15/16,LaLiga,34,20-04-2016,A,FC Barcelona,Deportivo de La Coruaa,0-8,RW,73,0-6,Left-footed shot,Luis Suarez,0,A,Ampliar,73,2nd,Q2 2nd,16
933,Messi,15/16,LaLiga,35,23-04-2016,H,FC Barcelona,Sporting GijÃ³n,6-0,RW,13,1-0,Header,,0,H,Adelantar,13,1st,Q1 1st,16
934,CR7,15/16,LaLiga,37,08-05-2016,H,Real Madrid,Valencia CF,3-2,LW,26,1-0,Right-footed shot,Marcelo,0,H,Adelantar,26,1st,Q2 1st,16
935,CR7,15/16,LaLiga,37,08-05-2016,H,Real Madrid,Valencia CF,3-2,LW,59,3-1,Left-footed shot,James Rodriguez,0,H,Ampliar,59,2nd,Q1 2nd,16
936,Messi,15/16,LaLiga,37,08-05-2016,H,FC Barcelona,RCD Espanyol Barcelona,5-0,RW,8,1-0,Direct free kick,,0,H,Adelantar,8,1st,Q1 1st,16
937,CR7,15/16,LaLiga,38,14-05-2016,A,Real Madrid,Deportivo de La CoruÃ±a,0-2,LW,25,0-2,Header,Toni Kroos,0,A,Ampliar,25,1st,Q2 1st,16
938,CR7,15/16,LaLiga,38,14-05-2016,A,Real Madrid,Deportivo de La CoruÃ±a,0-2,LW,8,0-1,Left-footed shot,Karim Benzema,0,A,Adelantar,8,1st,Q1 1st,16
939,Messi,16/17,Supercopa de España,Final,17-08-2016,H,FC Barcelona,Sevilla FC,3-0,RW,55,3-0,Header,Lucas Digne,0,H,Ampliar,55,2nd,Q1 2nd,17
940,Messi,16/17,LaLiga,1,20-08-2016,H,FC Barcelona,Real Betis Balompie,6-2,RW,58,5-1,Left-footed shot,Arda Turan,0,H,Ampliar,58,2nd,Q1 2nd,17
941,Messi,16/17,LaLiga,1,20-08-2016,H,FC Barcelona,Real Betis Balompie,6-2,RW,37,2-1,Left-footed shot,Sergi Roberto,0,H,Adelantar,37,1st,Q3 1st,17
942,CR7,16/17,LaLiga,3,10-09-2016,H,Real Madrid,CA Osasuna,5-2,LW,6,1-0,Right-footed shot,Gareth Bale,0,H,Adelantar,6,1st,Q1 1st,17
943,Messi,16/17,UEFA Champions League,Group Stage,13-09-2016,H,FC Barcelona,Celtic FC,7-0,RW,60,5-0,Left-footed shot,Luis Suarez,0,H,Ampliar,60,2nd,Q1 2nd,17
944,Messi,16/17,UEFA Champions League,Group Stage,13-09-2016,H,FC Barcelona,Celtic FC,7-0,RW,27,2-0,Left-footed shot,Neymar,0,H,Ampliar,27,1st,Q2 1st,17
945,Messi,16/17,UEFA Champions League,Group Stage,13-09-2016,H,FC Barcelona,Celtic FC,7-0,RW,3,1-0,Left-footed shot,Neymar,0,H,Adelantar,3,1st,Q1 1st,17
946,CR7,16/17,UEFA Champions League,Group Stage,14-09-2016,H,Real Madrid,Sporting CP,2-1,LW,89,1-1,Direct free kick,,0,H,Empatar,89,2nd,Q3 2nd,17
947,Messi,16/17,LaLiga,4,17-09-2016,A,FC Barcelona,CD Leganes,1-5,RW,15,0-1,Left-footed shot,Luis Suarez,0,A,Adelantar,15,1st,Q1 1st,17
948,Messi,16/17,LaLiga,4,17-09-2016,A,FC Barcelona,CD Leganes,1-5,RW,55,0-4,Penalty,,0,A,Ampliar,55,2nd,Q1 2nd,17
949,CR7,16/17,UEFA Champions League,Group Stage,27-09-2016,A,Real Madrid,Borussia Dortmund,2-2,LW,17,0-1,Right-footed shot,Gareth Bale,0,D,Adelantar,17,1st,Q2 1st,17
950,Messi,16/17,LaLiga,8,15-10-2016,H,FC Barcelona,Deportivo de La Coruaa,4-0,RW,58,4-0,Left-footed shot,Neymar,0,H,Ampliar,58,2nd,Q1 2nd,17
951,CR7,16/17,LaLiga,8,15-10-2016,A,Real Madrid,Real Betis Balompie,1-6,LW,78,1-6,Right-footed shot,alvaro Morata,0,A,Ampliar,78,2nd,Q3 2nd,17
952,Messi,16/17,UEFA Champions League,Group Stage,19-10-2016,H,FC Barcelona,Manchester City,4-0,RW,17,1-0,Left-footed shot,Andres Iniesta,0,H,Adelantar,17,1st,Q2 1st,17
953,Messi,16/17,UEFA Champions League,Group Stage,19-10-2016,H,FC Barcelona,Manchester City,4-0,RW,61,2-0,Left-footed shot,Andres Iniesta,0,H,Ampliar,61,2nd,Q2 2nd,17
954,Messi,16/17,UEFA Champions League,Group Stage,19-10-2016,H,FC Barcelona,Manchester City,4-0,RW,69,3-0,Left-footed shot,Luis Suarez,0,H,Ampliar,69,2nd,Q2 2nd,17
955,Messi,16/17,LaLiga,9,22-10-2016,A,FC Barcelona,Valencia CF,2-3,RW,22,0-1,Left-footed shot,Ivan Rakitic,0,A,Adelantar,22,1st,Q2 1st,17
956,Messi,16/17,LaLiga,9,22-10-2016,A,FC Barcelona,Valencia CF,2-3,RW,90+4,2-3,Penalty,,0,A,Adelantar,90,2nd,Q3 2nd,17
957,CR7,16/17,LaLiga,10,29-10-2016,A,Real Madrid,Deportivo Alaves,1-4,LW,88,1-4,Right-footed shot,Marcelo,0,A,Ampliar,88,2nd,Q3 2nd,17
958,CR7,16/17,LaLiga,10,29-10-2016,A,Real Madrid,Deportivo Alaves,1-4,LW,17,1-1,Penalty,,0,A,Empatar,17,1st,Q2 1st,17
959,CR7,16/17,LaLiga,10,29-10-2016,A,Real Madrid,Deportivo Alaves,1-4,LW,33,1-2,Right-footed shot,Karim Benzema,0,A,Adelantar,33,1st,Q3 1st,17
960,Messi,16/17,UEFA Champions League,Group Stage,01-11-2016,A,FC Barcelona,Manchester City,3-1,RW,21,0-1,Left-footed shot,Neymar,0,H,Adelantar,21,1st,Q2 1st,17
961,Messi,16/17,LaLiga,11,06-11-2016,A,FC Barcelona,Sevilla FC,1-2,RW,43,1-1,Left-footed shot,Neymar,0,A,Empatar,43,1st,Q3 1st,17
962,CR7,16/17,LaLiga,12,19-11-2016,A,Real Madrid,Atletico de Madrid,0-3,CF,77,0-3,Right-footed shot,Gareth Bale,0,A,Ampliar,77,2nd,Q3 2nd,17
963,CR7,16/17,LaLiga,12,19-11-2016,A,Real Madrid,Atletico de Madrid,0-3,CF,71,0-2,Penalty,,0,A,Ampliar,71,2nd,Q2 2nd,17
964,CR7,16/17,LaLiga,12,19-11-2016,A,Real Madrid,Atletico de Madrid,0-3,CF,23,0-1,Direct free kick,,0,A,Adelantar,23,1st,Q2 1st,17
965,Messi,16/17,UEFA Champions League,Group Stage,23-11-2016,A,FC Barcelona,Celtic FC,0-2,RW,24,0-1,Left-footed shot,Neymar,0,A,Adelantar,24,1st,Q2 1st,17
966,Messi,16/17,UEFA Champions League,Group Stage,23-11-2016,A,FC Barcelona,Celtic FC,0-2,RW,55,0-2,Penalty,,0,A,Ampliar,55,2nd,Q1 2nd,17
967,CR7,16/17,LaLiga,13,26-11-2016,H,Real Madrid,Sporting GijÃ³n,2-1,LW,5,1-0,Penalty,,0,H,Adelantar,5,1st,Q1 1st,17
968,CR7,16/17,LaLiga,13,26-11-2016,H,Real Madrid,Sporting GijÃ³n,2-1,LW,18,2-0,Header,Nacho Fernandez,0,H,Ampliar,18,1st,Q2 1st,17
969,Messi,16/17,LaLiga,13,27-11-2016,A,FC Barcelona,Real Sociedad,1-1,RW,59,1-1,Left-footed shot,Neymar,0,D,Empatar,59,2nd,Q1 2nd,17
970,Messi,16/17,UEFA Champions League,Group Stage,06-12-2016,H,FC Barcelona,Borussia MÃ¶nchengladbach,4-0,RW,16,1-0,Left-footed shot,Arda Turan,0,H,Adelantar,16,1st,Q2 1st,17
971,Messi,16/17,LaLiga,15,10-12-2016,A,FC Barcelona,CA Osasuna,0-3,RW,72,0-2,Left-footed shot,Jordi Alba,0,A,Ampliar,72,2nd,Q2 2nd,17
972,Messi,16/17,LaLiga,15,10-12-2016,A,FC Barcelona,CA Osasuna,0-3,RW,90+2,0-3,Left-footed shot,Sergio Busquets,0,A,Ampliar,90,2nd,Q3 2nd,17
973,CR7,16/17,FIFA Club World Cup,Semi-Finals,15-12-2016,A,Real Madrid,CF America,0-2,LW,90+3,0-2,Right-footed shot,James Rodriguez,0,A,Ampliar,90,2nd,Q3 2nd,17
974,Messi,16/17,LaLiga,16,18-12-2016,H,FC Barcelona,RCD Espanyol Barcelona,4-1,RW,90,4-1,Left-footed shot,Luis Suarez,0,H,Ampliar,90,2nd,Q3 2nd,17
975,CR7,16/17,FIFA Club World Cup,Final,18-12-2016,H,Real Madrid,Kashima Antlers,4-2 ,LW,97,3-2,Left-footed shot,Karim Benzema,1,H,Adelantar,97,ET,ET,17
976,CR7,16/17,FIFA Club World Cup,Final,18-12-2016,H,Real Madrid,Kashima Antlers,4-2 ,LW,104,4-2,Left-footed shot,Toni Kroos,1,H,Ampliar,10,ET,ET,17
977,CR7,16/17,FIFA Club World Cup,Final,18-12-2016,H,Real Madrid,Kashima Antlers,4-2 ,LW,60,2-2,Penalty,,1,H,Empatar,60,2nd,Q1 2nd,17
978,Messi,16/17,Copa del Rey,Round of 16,05-01-2017,A,FC Barcelona,Athletic Bilbao,2-1,RW,52,2-1,Direct free kick,,0,H,Recortar,52,2nd,Q1 2nd,17
979,CR7,16/17,LaLiga,17,07-01-2017,H,Real Madrid,Granada CF,5-0,LW,27,3-0,Header,Marcelo,0,H,Ampliar,27,1st,Q2 1st,17
980,Messi,16/17,LaLiga,17,08-01-2017,A,FC Barcelona,Villarreal CF,1-1,RW,90,1-1,Direct free kick,,0,D,Empatar,90,2nd,Q3 2nd,17
981,Messi,16/17,Copa del Rey,Round of 16,11-01-2017,H,FC Barcelona,Athletic Bilbao,3-1,RW,78,3-1,Direct free kick,,0,H,Ampliar,78,2nd,Q3 2nd,17
982,Messi,16/17,LaLiga,18,14-01-2017,H,FC Barcelona,UD Las Palmas,5-0,RW,52,2-0,Right-footed shot,,0,H,Ampliar,52,2nd,Q1 2nd,17
983,CR7,16/17,LaLiga,18,15-01-2017,A,Real Madrid,Sevilla FC,2-1,CF,67,0-1,Penalty,,0,H,Adelantar,67,2nd,Q2 2nd,17
984,Messi,16/17,LaLiga,19,22-01-2017,A,FC Barcelona,SD Eibar,0-4,RW,50,0-2,Left-footed shot,Luis Suarez,0,A,Ampliar,50,2nd,Q1 2nd,17
985,CR7,16/17,Copa del Rey,Quarter-Finals,25-01-2017,A,Real Madrid,Celta de Vigo,2-2,CF,62,1-1,Direct free kick,,0,D,Empatar,62,2nd,Q2 2nd,17
986,Messi,16/17,Copa del Rey,Quarter-Finals,26-01-2017,H,FC Barcelona,Real Sociedad,5-2,RW,55,2-0,Penalty,,0,H,Ampliar,55,2nd,Q1 2nd,17
987,CR7,16/17,LaLiga,20,29-01-2017,H,Real Madrid,Real Sociedad,3-0,LW,51,2-0,Right-footed shot,Mateo Kovacic,0,H,Ampliar,51,2nd,Q1 2nd,17
988,Messi,16/17,Copa del Rey,Semi-Finals,01-02-2017,A,FC Barcelona,Atletico de Madrid,1-2,RW,33,0-2,Left-footed shot,Ivan Rakitic,0,A,Ampliar,33,1st,Q3 1st,17
989,Messi,16/17,LaLiga,21,04-02-2017,H,FC Barcelona,Athletic Bilbao,3-0,RW,40,2-0,Direct free kick,,0,H,Ampliar,40,1st,Q3 1st,17
990,Messi,16/17,LaLiga,22,11-02-2017,A,FC Barcelona,Deportivo Alaves,0-6,RW,59,0-3,Left-footed shot,Neymar,0,A,Ampliar,59,2nd,Q1 2nd,17
991,CR7,16/17,LaLiga,22,11-02-2017,A,Real Madrid,CA Osasuna,1-3,CF,24,0-1,Right-footed shot,Karim Benzema,0,A,Adelantar,24,1st,Q2 1st,17
992,Messi,16/17,LaLiga,23,19-02-2017,H,FC Barcelona,CD Leganes,2-1,RW,90,2-1,Penalty,,0,H,Adelantar,90,2nd,Q3 2nd,17
993,Messi,16/17,LaLiga,23,19-02-2017,H,FC Barcelona,CD Leganes,2-1,RW,4,1-0,Right-footed shot,Luis Suarez,0,H,Adelantar,4,1st,Q1 1st,17
994,CR7,16/17,LaLiga,16,22-02-2017,A,Real Madrid,Valencia CF,2-1,LW,44,2-1,Header,Marcelo,0,H,Recortar,44,1st,Q3 1st,17
995,CR7,16/17,LaLiga,24,26-02-2017,A,Real Madrid,Villarreal CF,2-3,LW,74,2-2,Penalty,,0,A,Empatar,74,2nd,Q2 2nd,17
996,Messi,16/17,LaLiga,24,26-02-2017,A,FC Barcelona,Atletico de Madrid,1-2,RW,86,1-2,Left-footed shot,,0,A,Adelantar,86,2nd,Q3 2nd,17
997,CR7,16/17,LaLiga,25,01-03-2017,H,Real Madrid,UD Las Palmas,3-3,LW,89,3-3,Header,James Rodriguez,0,D,Empatar,89,2nd,Q3 2nd,17
998,CR7,16/17,LaLiga,25,01-03-2017,H,Real Madrid,UD Las Palmas,3-3,LW,86,2-3,Penalty,,0,D,Recortar,86,2nd,Q3 2nd,17
999,Messi,16/17,LaLiga,25,01-03-2017,H,FC Barcelona,Sporting GijÃ³n,6-1,RW,9,1-0,Header,Javier Mascherano,0,H,Adelantar,9,1st,Q1 1st,17
1000,Messi,16/17,LaLiga,26,04-03-2017,H,FC Barcelona,Celta de Vigo,5-0,AM,24,1-0,Left-footed shot,Sergio Busquets,0,H,Adelantar,24,1st,Q2 1st,17
1001,Messi,16/17,LaLiga,26,04-03-2017,H,FC Barcelona,Celta de Vigo,5-0,AM,64,5-0,Left-footed shot,,0,H,Ampliar,64,2nd,Q2 2nd,17
1002,Messi,16/17,UEFA Champions League,Round of 16,08-03-2017,H,FC Barcelona,Paris Saint-Germain,6-1,AM,50,3-0,Penalty,,0,H,Ampliar,50,2nd,Q1 2nd,17
1003,CR7,16/17,LaLiga,27,12-03-2017,H,Real Madrid,Real Betis Balompie,2-1,LW,41,1-1,Header,Marcelo,0,H,Empatar,41,1st,Q3 1st,17
1004,Messi,16/17,LaLiga,28,19-03-2017,H,FC Barcelona,Valencia CF,4-2,AM,53,3-2,Right-footed shot,Javier Mascherano,0,H,Adelantar,53,2nd,Q1 2nd,17
1005,Messi,16/17,LaLiga,28,19-03-2017,H,FC Barcelona,Valencia CF,4-2,AM,45,2-1,Penalty,,0,H,Adelantar,45,1st,Q3 1st,17
1006,Messi,16/17,LaLiga,30,05-04-2017,H,FC Barcelona,Sevilla FC,3-0,RW,28,2-0,Right-footed shot,Luis Suarez,0,H,Ampliar,28,1st,Q2 1st,17
1007,Messi,16/17,LaLiga,30,05-04-2017,H,FC Barcelona,Sevilla FC,3-0,RW,33,3-0,Left-footed shot,,0,H,Ampliar,33,1st,Q3 1st,17
1008,CR7,16/17,UEFA Champions League,Quarter-Finals,12-04-2017,A,Real Madrid,Bayern Munich,1-2,LW,77,1-2,Right-footed shot,Marco Asensio,0,A,Adelantar,77,2nd,Q3 2nd,17
1009,CR7,16/17,UEFA Champions League,Quarter-Finals,12-04-2017,A,Real Madrid,Bayern Munich,1-2,LW,47,1-1,Right-footed shot,Daniel Carvajal,0,A,Empatar,47,2nd,Q1 2nd,17
1010,Messi,16/17,LaLiga,32,15-04-2017,H,FC Barcelona,Real Sociedad,3-2,RW,37,2-0,Tap-in,,0,H,Ampliar,37,1st,Q3 1st,17
1011,Messi,16/17,LaLiga,32,15-04-2017,H,FC Barcelona,Real Sociedad,3-2,RW,17,1-0,Left-footed shot,Luis Suarez,0,H,Adelantar,17,1st,Q2 1st,17
1012,CR7,16/17,UEFA Champions League,Quarter-Finals,18-04-2017,H,Real Madrid,Bayern Munich,4-2 ,CF,76,1-1,Header,Casemiro,1,H,Empatar,76,2nd,Q3 2nd,17
1013,CR7,16/17,UEFA Champions League,Quarter-Finals,18-04-2017,H,Real Madrid,Bayern Munich,4-2 ,CF,105,2-2,Left-footed shot,Sergio Ramos,1,H,Empatar,10,ET,ET,17
1014,CR7,16/17,UEFA Champions League,Quarter-Finals,18-04-2017,H,Real Madrid,Bayern Munich,4-2 ,CF,109,3-2,Right-footed shot,Marcelo,1,H,Adelantar,10,ET,ET,17
1015,Messi,16/17,LaLiga,33,23-04-2017,A,FC Barcelona,Real Madrid,2-3,RW,90+2,2-3,Left-footed shot,Jordi Alba,0,A,Adelantar,90,2nd,Q3 2nd,17
1016,Messi,16/17,LaLiga,33,23-04-2017,A,FC Barcelona,Real Madrid,2-3,RW,33,1-1,Left-footed shot,Ivan Rakitic,0,A,Empatar,33,1st,Q3 1st,17
1017,Messi,16/17,LaLiga,34,26-04-2017,H,FC Barcelona,CA Osasuna,7-1,AM,61,4-1,Left-footed shot,Ivan Rakitic,0,H,Ampliar,61,2nd,Q2 2nd,17
1018,Messi,16/17,LaLiga,34,26-04-2017,H,FC Barcelona,CA Osasuna,7-1,AM,12,1-0,Left-footed shot,,0,H,Adelantar,12,1st,Q1 1st,17
1019,CR7,16/17,LaLiga,35,29-04-2017,H,Real Madrid,Valencia CF,2-1,LW,27,1-0,Header,Daniel Carvajal,0,H,Adelantar,27,1st,Q2 1st,17
1020,CR7,16/17,UEFA Champions League,Semi-Finals,02-05-2017,H,Real Madrid,Atletico de Madrid,3-0,CF,86,3-0,Right-footed shot,Lucas Vazquez,0,H,Ampliar,86,2nd,Q3 2nd,17
1021,CR7,16/17,UEFA Champions League,Semi-Finals,02-05-2017,H,Real Madrid,Atletico de Madrid,3-0,CF,73,2-0,Right-footed shot,Karim Benzema,0,H,Ampliar,73,2nd,Q2 2nd,17
1022,CR7,16/17,UEFA Champions League,Semi-Finals,02-05-2017,H,Real Madrid,Atletico de Madrid,3-0,CF,10,1-0,Header,Casemiro,0,H,Adelantar,10,1st,Q1 1st,17
1023,Messi,16/17,LaLiga,36,06-05-2017,H,FC Barcelona,Villarreal CF,4-1,RW,82,4-1,Penalty,,0,H,Ampliar,82,2nd,Q3 2nd,17
1024,Messi,16/17,LaLiga,36,06-05-2017,H,FC Barcelona,Villarreal CF,4-1,RW,45,2-1,Left-footed shot,Sergio Busquets,0,H,Adelantar,45,1st,Q3 1st,17
1025,CR7,16/17,LaLiga,37,14-05-2017,H,Real Madrid,Sevilla FC,4-1,LW,78,3-1,Left-footed shot,Toni Kroos,0,H,Ampliar,78,2nd,Q3 2nd,17
1026,CR7,16/17,LaLiga,37,14-05-2017,H,Real Madrid,Sevilla FC,4-1,LW,23,2-0,Right-footed shot,,0,H,Ampliar,23,1st,Q2 1st,17
